policy_id,policy_name,condition_id,condition_name,condition_query,condition_enabled
1043103,KPT: High-urgency,23334760,clm-10 Web Transactions changed for 10min,FROM Metric SELECT average(apm.service.transaction.duration) WHERE appName LIKE 'clm-10%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND transactionType = 'Web' AND  NOT appName LIKE '%test%' FACET appName,True
1043103,KPT: High-urgency,23334756,clm-10 No Throughput for 10min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'clm-10%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND  NOT appName LIKE '%test%' FACET appName,True
1043103,KPT: High-urgency,23334755,clm-10 No Transactions for 10min,FROM Transaction SELECT count(*) WHERE appName LIKE 'clm-10%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND  NOT appName LIKE '%test%' FACET appName,True
1043103,KPT: High-urgency,20571262,Kafka Request Queue Size > 400 for 5min (staging),"FROM KafkaBrokerStats SELECT average(requestQueueSize) WHERE environment like '%staging%' FACET cluster, broker",True
1043103,KPT: High-urgency,20557370,Missing ZookeeperMonitor events (shared),FROM ZookeeperMonitor SELECT count(*) WHERE (zk_cluster LIKE 'stg-%-shared') FACET zk_cluster,True
1043103,KPT: High-urgency,20557369,Missing ZookeeperMonitor events (kafka),FROM ZookeeperMonitor SELECT count(*) WHERE (zk_cluster LIKE 'stg-%-kafka') FACET zk_cluster,True
1043103,KPT: High-urgency,18682132,Request handler average idle < 15.0%,"SELECT MIN(requestHandlerAvgIdlePercent) FROM KafkaBrokerStats WHERE  NOT cluster LIKE 'test%' AND (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043103,KPT: High-urgency,18511217,ZK TTL resolution mis-configured,"SELECT max(ttl_detected_ms) FROM ZookeeperMonitor WHERE  NOT (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043103,KPT: High-urgency,18511216,ZK multiple nodes offline,"FROM ZookeeperMonitor SELECT count(*) WHERE  NOT (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') AND offline_zk_nodes != '' AND offline_zk_nodes like '%,%' AND offline_zk_nodes IS NOT NULL FACET zk_cluster, appName",True
1043103,KPT: High-urgency,16367511,Kafka broker CPU usage > 80%,"FROM KafkaBrokerStats SELECT average(cpuTotalUtilizationPercentage) WHERE (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043103,KPT: High-urgency,15974795,Kafka broker ingest too high,"FROM KafkaBrokerStats SELECT max(bytesInPerSec) WHERE (cellType != 'telemetry-ingest' OR (cluster LIKE 'stg-%' OR (cluster LIKE 'us-%' AND usesTlsForReplication = 'true'))) AND (cellType != 'alerts-eval' OR cluster NOT LIKE 'us-%') AND (cellType != 'query-aggregation' OR cluster NOT LIKE 'us-%') AND (cellType != 'kynapses' OR cluster NOT LIKE 'us-%')  AND  NOT cluster LIKE 'test%' AND (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043103,KPT: High-urgency,15974787,Kafka no active controllers,FROM KafkaClusterStats SELECT uniqueCount(controller) WHERE  NOT cluster LIKE 'test%' AND (cluster LIKE 'stg-%-kafka') FACET cluster,True
1043103,KPT: High-urgency,15974786,Kafka multiple active controllers,FROM KafkaClusterStats SELECT uniqueCount(controller) WHERE  NOT cluster LIKE 'test%' AND (cluster LIKE 'stg-%-kafka') FACET cluster,True
1043103,KPT: High-urgency,15974785,Kafka partitions offline,FROM KafkaClusterStats SELECT max(offlinePartitionsCount) WHERE  NOT cluster LIKE 'test%' AND (cluster LIKE 'stg-%-kafka') FACET cluster,True
1043103,KPT: High-urgency,15974775,Missing KafkaConsumerLag events,FROM KafkaConsumerLag SELECT count(*) WHERE (cluster LIKE 'staging.stg-%') FACET cluster,True
1043103,KPT: High-urgency,15974771,ZK high pending syncs,"FROM ZookeeperMonitor SELECT max(zk_pending_syncs) WHERE  NOT (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043103,KPT: High-urgency,15974770,ZK high file descriptor usage,"FROM ZookeeperMonitor SELECT max(zk_open_file_descriptor_count / zk_max_file_descriptor_count) WHERE  NOT (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043103,KPT: High-urgency,15974769,ZK high outstanding requests,"FROM ZookeeperMonitor SELECT max(zk_outstanding_requests) WHERE  NOT (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043103,KPT: High-urgency,15974768,ZK high average latency,"FROM ZookeeperMonitor SELECT max(zk_avg_latency) WHERE  NOT (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043103,KPT: High-urgency,15974767,ZK multiple active leaders,"FROM ZookeeperMonitor SELECT uniqueCount(zk_server) WHERE  NOT (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') AND zk_server_state = 'leader' FACET zk_cluster, appName",True
1043103,KPT: High-urgency,15974766,ZK no active leader,"FROM ZookeeperMonitor SELECT uniqueCount(zk_server) WHERE  NOT (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') AND zk_server_state = 'leader' FACET zk_cluster, appName",True
1043103,KPT: High-urgency,15974762,Kafka RF-1 partitions,"FROM KafkaClusterMonitor SELECT COUNT(*) WHERE state='under_replicated' AND topic NOT LIKE '__KafkaCruiseControl%' AND topic NOT LIKE '__amazon_msk_canary%' AND rf=1 AND  NOT (cluster LIKE 'test%') FACET cluster,appName",True
1043104,KPT: Low-urgency,33562268,Kafka cell types with provisioned throughput requiring scaling,"FROM KafkaBrokerStats SELECT percentile(bytesInPerSec, 95) WHERE cellType != 'marathon' AND (cellType = 'telemetry-ingest' OR cluster NOT LIKE 'stg-%') AND (cellType = 'query-aggregation' OR cluster LIKE 'us-%') AND (cellType = 'alerts-eval' OR cluster LIKE 'us-%') AND (cellType = 'kynapses' OR cluster LIKE 'us-%') FACET cellType, environment",True
1043104,KPT: Low-urgency,33562266,Kafka cell type need provisioned throughput enabled,"FROM KafkaBrokerStats SELECT percentile(bytesInPerSec, 95) WHERE cellType != 'marathon' AND (cellType != 'telemetry-ingest' OR cluster LIKE 'stg-%') AND (cellType != 'query-aggregation' OR cluster NOT LIKE 'us-%') AND (cellType != 'alerts-eval' OR cluster NOT LIKE 'us-%') AND (cellType != 'kynapses' OR cluster NOT LIKE 'us-%') FACET cellType, environment",True
1043104,KPT: Low-urgency,31746106,High:  error CanNotRecoverOffsetInformationByGroup  in clm-10,"FROM TransactionError SELECT count(*) WHERE tags.environment in ('production','staging') AND tags.Project ='clm-10'  AND error.class like 'CanNotRecoverOffsetInformationByGroup%' FACET tags.cell",True
1043104,KPT: Low-urgency,31746105,Low:  error CanNotRecoverOffsetInformationByGroup  in clm-10,"FROM TransactionError SELECT count(*) WHERE tags.environment in ('production','staging') AND tags.Project ='clm-10'  AND error.class like 'CanNotRecoverOffsetInformationByGroup%' FACET tags.cell",True
1043104,KPT: Low-urgency,26828342,Kafka Total Throughput drop (production) (telemetry-ingest),FROM KafkaBrokerStats SELECT  average(bytesInPerSec) * uniqueCount(brokerHost) WHERE environment like '%production%' AND cellType='telemetry-ingest' FACET environment,True
1043104,KPT: Low-urgency,26596489,Kynapses-Cells CPU utilization,"FROM K8sContainerSample SELECT max(cpuCoresUtilization) WHERE (containerName like 'kynapses-router%' or containerName like 'kynapses-mirror%') AND clusterName like 'us-%' FACET  containerName, clusterName",True
1043104,KPT: Low-urgency,24873083,NO_CONSUMER,"FROM KafkaConsumerLag SELECT uniqueCount(topicPartition) WHERE clientId='NO_CONSUMER' AND group LIKE '%kynapses%' AND group NOT LIKE '%test%' FACET cluster, topic",True
1043104,KPT: Low-urgency,23334845,kafka-admin Transaction Errors > 0.1% for 10,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kafka-admin%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND 1=1 FACET appName",True
1043104,KPT: Low-urgency,23334844,kafka-admin No Throughput for 10min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'kafka-admin%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND 1=1 FACET appName,True
1043104,KPT: Low-urgency,23334842,kafka-admin No Transactions for 10min,FROM Transaction SELECT count(*) WHERE appName LIKE 'kafka-admin%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND 1=1 FACET appName,True
1043104,KPT: Low-urgency,23334840,kynapses-mirror Transaction Errors > 1% for 5,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kynapses-mirror%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334839,kynapses-mirror No Throughput for 5min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'kynapses-mirror%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334837,kynapses-mirror No Transactions for 5min,FROM Transaction SELECT count(*) WHERE appName LIKE 'kynapses-mirror%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334836,kynapses-router Transaction Errors > 1% for 5,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kynapses-router%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334835,kynapses-router No Throughput for 5min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'kynapses-router%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334833,kynapses-router No Transactions for 5min,FROM Transaction SELECT count(*) WHERE appName LIKE 'kynapses-router%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334832,kafka-resource-operator API Transaction Errors > 10% for 30,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kafka-resource-operator%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334831,kafka-resource-operator Transaction Errors > 10% for 30,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kafka-resource-operator%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334829,kafka-resource-operator Web Transactions changed for 30min,FROM Metric SELECT average(apm.service.transaction.duration) WHERE appName LIKE 'kafka-resource-operator%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND transactionType = 'Web' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334828,kafka-resource-operator No Throughput for 30min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'kafka-resource-operator%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334827,kafka-resource-operator No Transactions for 30min,FROM Transaction SELECT count(*) WHERE appName LIKE 'kafka-resource-operator%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334825,kafka-operator Transaction Errors > 10% for 30,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kafka-operator%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334823,kafka-operator No Throughput for 30min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'kafka-operator%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334821,kafka-operator No Transactions for 30min,FROM Transaction SELECT count(*) WHERE appName LIKE 'kafka-operator%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334820,zk-ensemble-monitor Transaction Errors > 10% for 10,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'zk-ensemble-monitor%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334819,zk-ensemble-monitor No Throughput for 10min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'zk-ensemble-monitor%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334817,zk-ensemble-monitor No Transactions for 10min,FROM Transaction SELECT count(*) WHERE appName LIKE 'zk-ensemble-monitor%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334815,kafka-cluster-monitor Transaction Errors > 10% for 10,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kafka-cluster-monitor%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334814,kafka-cluster-monitor No Throughput for 10min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'kafka-cluster-monitor%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334812,kafka-cluster-monitor No Transactions for 10min,FROM Transaction SELECT count(*) WHERE appName LIKE 'kafka-cluster-monitor%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334811,clm-10 API Transaction Errors > 1% for 10,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'clm-10%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334810,clm-10 Transaction Errors > 1% for 10,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'clm-10%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND appName LIKE '%test%' FACET appName",True
1043104,KPT: Low-urgency,23334809,clm-10 Web Transactions changed for 10min,FROM Metric SELECT average(apm.service.transaction.duration) WHERE appName LIKE 'clm-10%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND transactionType = 'Web' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334806,clm-10 No Throughput for 10min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'clm-10%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334805,clm-10 No Transactions for 10min,FROM Transaction SELECT count(*) WHERE appName LIKE 'clm-10%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND appName LIKE '%test%' FACET appName,True
1043104,KPT: Low-urgency,23334804,kynapses-mirror Transaction Errors > 0% for 5,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kynapses-mirror%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND 1=1 FACET appName",True
1043104,KPT: Low-urgency,23334802,kynapses-router Transaction Errors > 0% for 5,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kynapses-router%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND 1=1 FACET appName",True
1043104,KPT: Low-urgency,23334801,kpt-cruise-control Transaction Errors > 1% for 10,"FROM Transaction SELECT percentage(count(*), WHERE error IS true) WHERE appName LIKE 'kpt-cruise-control%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND name NOT LIKE 'WebTransaction/%' AND 1=1 FACET appName",True
1043104,KPT: Low-urgency,23334800,kpt-cruise-control No Throughput for 10min,FROM Metric SELECT count(newrelic.goldenmetrics.apm.application.throughput) WHERE appName LIKE 'kpt-cruise-control%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND 1=1 FACET appName,True
1043104,KPT: Low-urgency,23334797,kpt-cruise-control No Transactions for 10min,FROM Transaction SELECT count(*) WHERE appName LIKE 'kpt-cruise-control%' AND appName NOT LIKE '%canary%' AND appName NOT LIKE '%local%' AND appName NOT LIKE '%-shadow%' AND 1=1 FACET appName,True
1043104,KPT: Low-urgency,23023400,Topic retention greater than 2 hours,"FROM KafkaTopicOverrideResource SELECT latest(expirationMinutes) WHERE expirationMinutes >= 120 FACET cluster, topic",True
1043104,KPT: Low-urgency,22626732,Pod kpt-kro running,FROM K8sPodSample SELECT uniqueCount(podName) WHERE podName like 'kpt-kro%' AND status = 'Running' AND 1=1 FACET clusterName,True
1043104,KPT: Low-urgency,20558557,Missing KafkaClusterStats events (kafka),FROM KafkaClusterStats SELECT count(*) WHERE (cluster LIKE 'stg-%-kafka') FACET cluster,True
1043104,KPT: Low-urgency,20558554,Missing KafkaBrokerTopicStats events (kafka),FROM KafkaBrokerTopicStats SELECT count(*) WHERE (cluster LIKE 'stg-%-kafka') FACET cluster,True
1043104,KPT: Low-urgency,20558553,Missing KafkaBrokerStats events (kafka),FROM KafkaBrokerStats SELECT count(*) WHERE (cluster LIKE 'stg-%-kafka') FACET cluster,True
1043104,KPT: Low-urgency,20558551,Missing ZookeeperMonitor events (shared),FROM ZookeeperMonitor SELECT count(*) WHERE (zk_cluster LIKE 'stg-%-shared') FACET zk_cluster,True
1043104,KPT: Low-urgency,20558550,Missing ZookeeperMonitor events (kafka),FROM ZookeeperMonitor SELECT count(*) WHERE (zk_cluster LIKE 'stg-%-kafka') FACET zk_cluster,True
1043104,KPT: Low-urgency,19063007,No successful preferred-leader-election,SELECT latest(floor(((timestamp / 1000) - start) / 3600)) FROM (SELECT max(startTime) as start FROM K8sPodSample WHERE podName LIKE 'preferred-leader-election%' WHERE status = 'Succeeded' FACET clusterName) WHERE (timestamp / 1000) - start >= 10800 FACET clusterName,True
1043104,KPT: Low-urgency,18682147,Request handler average idle < 15.0%,"SELECT MIN(requestHandlerAvgIdlePercent) FROM KafkaBrokerStats WHERE cluster LIKE 'test%' AND (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043104,KPT: Low-urgency,18511221,ZK TTL resolution mis-configured,"SELECT max(ttl_detected_ms) FROM ZookeeperMonitor WHERE (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,18511220,ZK multiple nodes offline,"FROM ZookeeperMonitor SELECT count(*) WHERE (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') AND offline_zk_nodes != '' AND offline_zk_nodes like '%,%' AND offline_zk_nodes IS NOT NULL FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,18511218,ZK single node offline,"FROM ZookeeperMonitor SELECT count(*) WHERE NOT (zk_cluster LIKE 'test%') AND offline_zk_nodes != '' AND offline_zk_nodes not like '%,%' AND offline_zk_nodes IS NOT NULL FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,18264935,Request handler average idle < 20.0%,"SELECT MIN(requestHandlerAvgIdlePercent) FROM KafkaBrokerStats WHERE 1=1 AND (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043104,KPT: Low-urgency,17740468,Kafka broker partition count approaching 4000 limit,"FROM KafkaBrokerStats SELECT max(partitionCount) WHERE (cellType != 'incident-response' AND cellType != 'marathon') AND (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043104,KPT: Low-urgency,16369354,Kafka broker disk usage >70%,FROM KafkaBrokerStats SELECT max(1.0 - (logDirFilesystemAvailBytes / logDirFilesystemSizeBytes)) * 100 WHERE cluster LIKE 'test%' AND (cluster LIKE 'stg-%-kafka') FACET cluster,True
1043104,KPT: Low-urgency,16349786,Kafka broker offline,"FROM KafkaBrokerStats SELECT count(*) WHERE (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043104,KPT: Low-urgency,16299018,Missing KafkaBrokersHealth events,FROM KafkaBrokersHealth SELECT count(*) WHERE (cluster LIKE 'stg-%') FACET cluster,True
1043104,KPT: Low-urgency,16299003,Pod kpt-kto running,FROM K8sPodSample SELECT uniqueCount(podName) WHERE podName like 'kpt-kto%' AND status = 'Running' AND 1=1 FACET clusterName,True
1043104,KPT: Low-urgency,16299002,Pod kafka-operator running,FROM K8sPodSample SELECT uniqueCount(podName) WHERE podName like 'kafka-operator%' AND status = 'Running' AND 1=1 FACET clusterName,True
1043104,KPT: Low-urgency,16042070,Kafka brokers PLAINTEXT endpoint reachability,"SELECT PERCENTAGE(COUNT(*), WHERE plaintext_endpoint_status = 'unreachable') FROM KafkaBrokersHealth WHERE 1=1 AND has_plaintext_endpoint AND NOT is_quiet_broker FACET cluster, broker_id, broker_host",True
1043104,KPT: Low-urgency,16001205,Kafka brokers TLS endpoint reachability,"SELECT PERCENTAGE(COUNT(*), WHERE tls_endpoint_status = 'unreachable') FROM KafkaBrokersHealth WHERE 1=1 AND NOT is_quiet_broker AND has_tls_endpoint FACET cluster, broker_id, broker_host",True
1043104,KPT: Low-urgency,15974851,Missing KafkaConsumerLag events,FROM KafkaConsumerLag SELECT count(*) WHERE (cluster LIKE 'staging.stg-%') FACET cluster,True
1043104,KPT: Low-urgency,15974847,ZK high pending syncs,"FROM ZookeeperMonitor SELECT max(zk_pending_syncs) WHERE (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974846,ZK high file descriptor usage,"FROM ZookeeperMonitor SELECT max(zk_open_file_descriptor_count / zk_max_file_descriptor_count) WHERE (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974845,ZK high outstanding requests,"FROM ZookeeperMonitor SELECT max(zk_outstanding_requests) WHERE (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974844,ZK high average latency,"FROM ZookeeperMonitor SELECT max(zk_avg_latency) WHERE (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974843,ZK multiple active leaders,"FROM ZookeeperMonitor SELECT uniqueCount(zk_server) WHERE (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') AND zk_server_state = 'leader' FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974842,ZK no active leader,"FROM ZookeeperMonitor SELECT uniqueCount(zk_server) WHERE (zk_cluster LIKE 'test%' OR zk_cluster LIKE 'perf%') AND zk_server_state = 'leader' FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974839,Kafka RF-1 partitions,"FROM KafkaClusterMonitor SELECT COUNT(*) WHERE state='under_replicated' AND topic NOT LIKE '__KafkaCruiseControl%' AND topic NOT LIKE '__amazon_msk_canary%' AND rf=1 AND (cluster LIKE 'test%') FACET cluster,appName",True
1043104,KPT: Low-urgency,15974833,Missing KafkaConsumerOffsetsHealth events,FROM KafkaConsumerOffsetsHealth SELECT count(*) WHERE (cluster LIKE 'staging.stg-%') FACET cluster,True
1043104,KPT: Low-urgency,15974832,ZK connection count,"FROM ZookeeperMonitor SELECT max(zk_num_alive_connections) WHERE NOT (zk_cluster LIKE 'test%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974831,ZK watch count,"FROM ZookeeperMonitor SELECT max(zk_watch_count) WHERE NOT (zk_cluster LIKE 'test%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974830,ZK ephemeral znode count,"FROM ZookeeperMonitor SELECT max(zk_ephemerals_count) WHERE NOT (zk_cluster LIKE 'test%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974829,ZK znode count,"FROM ZookeeperMonitor SELECT max(zk_znode_count) WHERE NOT (zk_cluster LIKE 'test%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974828,ZK version drift,"FROM ZookeeperMonitor SELECT uniqueCount(zk_version) WHERE NOT (zk_cluster LIKE 'test%') FACET zk_cluster, appName",True
1043104,KPT: Low-urgency,15974827,KafkaConsumerLag skips,"FROM KafkaConsumerLag SELECT percentage(count(*), WHERE skipReason IS NOT null) FACET cluster",True
1043104,KPT: Low-urgency,15974826,Consumer offsets health,"SELECT max(lastCommitAgeMillis) FROM KafkaConsumerOffsetsHealth WHERE cluster NOT LIKE 'vortex%' FACET cluster, consumerOffsetsPartition",True
1043104,KPT: Low-urgency,15974825,P99 Produce request latency too high,"FROM KafkaBrokerStats SELECT average(produceLatency99thPercentileMs) WHERE (cluster LIKE 'stg-%-kafka') FACET cluster, broker",True
1043104,KPT: Low-urgency,15974824,Kafka RF-2 partitions,"FROM KafkaClusterMonitor SELECT COUNT(*) WHERE state='under_replicated' AND topic NOT LIKE '__KafkaCruiseControl%' AND topic NOT LIKE '__amazon_msk_canary%' AND rf=2 AND 1=1 FACET cluster,appName",True
1043104,KPT: Low-urgency,15974823,Kafka non-preferred leaders,FROM KafkaClusterMonitor SELECT COUNT(*) WHERE state='unpreferred_leader' FACET cluster,True
